机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
广东松炀再生资源,预先披露更新,主板企业,广东,英大证券有限责任公司,梁宏勇&sbquo;周耿明,北京市康达律师事务所,娄爱东&sbquo;张狄柠,广东正中珠江会计师事务所(特殊普通合伙),王旭彬&sbquo;张腾,是,造纸和纸制品业,2019/3/28,80386395,AN201905201331024096,gdsyzszy,https://notice.eastmoney.com/pdffile/web/H2_AN201905201331024096_1.pdf
广东天禾农资,已反馈,中小板,广东,招商证券股份有限公司,林联儡&sbquo;肖玮川,北京国枫律师事务所,王冠&sbquo;唐诗&sbquo;孟文翔,广东正中珠江会计师事务所(特殊普通合伙),刘火旺&sbquo;姚静,否,零售业,2019/3/28,80206277,AN202008241400851784,gdthnz,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851784_1.pdf
广东丸美生物技术,预先披露更新,主板企业,广东,中信证券股份有限公司,李建&sbquo;曾劲松,广东信达律师事务所,麻云燕&sbquo;李忠,广东正中珠江会计师事务所(特殊普通合伙),陈昭&sbquo;刘远帅,是,化学原料和化学制品制造业,2019/3/28,80374294,AN201906241336112518,gdwmswjs,https://notice.eastmoney.com/pdffile/web/H2_AN201906241336112518_1.pdf
广东粤海饲料集团,已反馈,中小板,广东,中国国际金融股份有限公司,王健&sbquo;章志皓,国浩律师(深圳)事务所,武建设&sbquo;邹铭君,天职国际会计师事务所(特殊普通合伙),周百鸣&sbquo;解维&sbquo;张剑,否,农副食品加工业,2019/3/28,80302948,AN202012311445785194,gdyhsljt,https://notice.eastmoney.com/pdffile/web/H2_AN202012311445785194_1.pdf
广东粤运交通,中止审查,中小板,广东,中信证券股份有限公司,卢文&sbquo;薛艳伟,北京市嘉源律师事务所,文梁娟&sbquo;刘兴&sbquo;张舟,毕马威华振会计师事务所(特殊普通合伙),徐敏&sbquo;梁幸华,是,交通运输、仓储和邮政业,2019/3/28,80031922,AN201905171330794806,gdyyjt,https://notice.eastmoney.com/pdffile/web/H2_AN201905171330794806_1.pdf
国金黄金,已反馈,主板企业,北京,安信证券股份有限公司,刘少国&sbquo;沈晶玮,国浩律师(北京)事务所,刘继&sbquo;尹飞,天健会计师事务所(特殊普通合伙),何降星&sbquo;徐庆平,是,文教、工美、体育和娱乐用品制造业,2019/3/28,80511083,AN201806291160955584,gjhj,https://notice.eastmoney.com/pdffile/web/H2_AN201806291160955584_1.pdf
桂林西麦食品,预先披露更新,中小板,广西,招商证券股份有限公司,吴宏兴&sbquo;许阳,广东信达律师事务所,魏天慧&sbquo;易明辉&sbquo;魏蓝,立信会计师事务所(特殊普通合伙),赵勇&sbquo;王伟青,是,食品制造业,2019/3/28,80734448,AN201906021333377106,glxmsp*,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333377106_1.pdf
甘李药业,已通过发审会,主板企业,北京,中信证券股份有限公司,王琦&sbquo;罗汇,北京市中伦律师事务所,胡廷锋&sbquo;王川&sbquo;王冰,安永华明会计师事务所(特殊普通合伙),杨淑娟&sbquo;王丹,是,医药制造业,2019/3/28,80107569,AN202006151384926000,glyy,https://notice.eastmoney.com/pdffile/web/H2_AN202006151384926000_1.pdf
国联证券,中止审查,主板企业,江苏,南京证券股份有限公司,王刚&sbquo;胡磊,国浩律师(上海)事务所,刘维&sbquo;承婧艽,德勤华永会计师事务所(特殊普通合伙),马庆辉&sbquo;韩健,是,资本市场服务,2019/3/28,80000028,AN202007201392779708,glzq,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
公牛集团,已反馈,主板企业,宁波,国金证券股份有限公司,杜纯静&sbquo;冯冰,上海市联合律师事务所,张晏维&sbquo;郑茜元,天健会计师事务所(特殊普通合伙),钱仲先&sbquo;姚本霞,是,电气机械和器材制造业,2019/3/28,80958074,AN202001151374181986,gnjt,https://notice.eastmoney.com/pdffile/web/H2_AN202001151374181986_1.pdf
广州富力地产,已反馈,主板企业,广东,招商证券股份有限公司&sbquo;中信证券股份有限公司,徐斌&sbquo;石志华&sbquo;黄冀&sbquo;郑淳,广东华商律师事务所,彭书清&sbquo;何玲波,立信会计师事务所(特殊普通合伙),王建民&sbquo;蔡洁瑜,是,房地产业,2019/3/28,10002327,,gzfldc,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
广州广电计量检测,预先披露更新,中小板,广东,光大证券股份有限公司,张奇英&sbquo;唐双喜,广东南国德赛律师事务所,曲怀远&sbquo;安娜&sbquo;王炜玮,立信会计师事务所(特殊普通合伙),王建民&sbquo;蔡洁瑜,是,质检技术服务,2019/3/28,80278490,AN201910281369921305,gzgdjljc,https://notice.eastmoney.com/pdffile/web/H2_AN201910281369921305_1.pdf
广州农村商业银行,已受理,中小板,广东,中国国际金融股份有限公司,周家祺&sbquo;周玉,北京市金杜律师事务所,王鹏&sbquo;赵臻,普华永道中天会计师事务所(特殊普通合伙),陈文峰&sbquo;张晓莹,否,货币金融服务,2019/3/28,80071545,AN201912201372330821,gzncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201912201372330821_1.pdf
贵州三力制药,已反馈,主板企业,贵州,申港证券股份有限公司,王东方&sbquo;周洪刚,北京国枫律师事务所,王冠&sbquo;何敏,立信会计师事务所(特殊普通合伙),张再鸿&sbquo;王晓明,否,医药制造业,2019/3/28,80424522,AN202004151378000942,gzslzy*,https://notice.eastmoney.com/pdffile/web/H2_AN202004151378000942_1.pdf
广州通达汽车电气,预先披露更新,主板企业,广东,中信证券股份有限公司,王荣鑫&sbquo;李威,北京安杰律师事务所,张迪&sbquo;戴志文,天健会计师事务所(特殊普通合伙),禤文欣&sbquo;黎永键,是,计算机、通信和其他电子设备制造业下的其他计算机制造,2019/3/28,80497009,AN201911121370646712,gztdqcdq,https://notice.eastmoney.com/pdffile/web/H2_AN201911121370646712_1.pdf
湖北和远气体,已反馈,中小板,湖北,西部证券股份有限公司,杨涛&sbquo;胡健,北京德恒律师事务所,沈宏山&sbquo;李源&sbquo;李珍慧,立信会计师事务所(特殊普通合伙),刘金进&sbquo;张万斌,是,化学原料和化学制品制造业,2019/3/28,80349234,AN201912091371710972,hbhyqt,https://notice.eastmoney.com/pdffile/web/H2_AN201912091371710972_1.pdf
湖北五方光电,预先披露更新,中小板,湖北,民生证券股份有限公司,王旭&sbquo;王启超,北京德恒律师事务所,刘震国&sbquo;唐永生&sbquo;陈红雨&sbquo;郑婕,天健会计师事务所(特殊普通合伙),张骥&sbquo;覃见忠,是,计算机、通信和其他电子设备制造业,2019/3/28,80909927,AN201909031347752275,hbwfgd,https://notice.eastmoney.com/pdffile/web/H2_AN201909031347752275_1.pdf
湖北祥云(集团)化工,已受理,主板企业,湖北,长江证券承销保荐有限公司,方东风&sbquo;朱元,国浩律师(上海)事务所,徐晨&sbquo;马敏英&sbquo;王成成,致同会计师事务所(特殊普通合伙),王怀发&sbquo;赵鹏,否,化学原料及化学制品制造业,2019/3/28,80205138,AN201812281280414839,hbxyjthg,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280414839_1.pdf
豪尔赛科技集团,中止审查,中小板,北京,长江证券承销保荐有限公司,庄后响&sbquo;郑小民,北京市金杜律师事务所,冯艾&sbquo;黄任重,广东正中珠江会计师事务所(特殊普通合伙),陈昭&sbquo;肖世超,是,建筑装饰和其他建筑业,2019/3/28,80920909,AN201909231366178436,heskjjt,https://notice.eastmoney.com/pdffile/web/H2_AN201909231366178436_1.pdf
宏和电子材料科技,预先披露更新,主板企业,上海,海通证券股份有限公司,李文杰&sbquo;孔令海,北京懋德律师事务所,张鑫&sbquo;李裕国,毕马威华振会计师事务所,刘许友&sbquo;方海杰,是,非金属矿物制品业,2019/3/28,80206419,AN201906161335286532,hhdzclkj,https://notice.eastmoney.com/pdffile/web/H2_AN201906161335286532_1.pdf
鸿合科技,预先披露更新,中小板,北京,东兴证券股份有限公司,徐飞&sbquo;王璟,北京国枫律师事务所,曹亚娟&sbquo;孙冬松,天职国际会计师事务所(特殊普通合伙),袁刚&sbquo;莫伟&sbquo;周百鸣,是,计算机、通信和其他电子设备制造业,2019/3/28,80919126,AN201905091328001544,hhkj,https://notice.eastmoney.com/pdffile/web/H2_AN201905091328001544_1.pdf
湖南和顺石油,已上发审会，暂缓表决,主板企业,湖南,信达证券股份有限公司,曾维佳&sbquo;王卿,北京市中伦律师事务所,郑建江&sbquo;黄林枫,华普天健会计师事务所(特殊普通合伙),胡新荣&sbquo;朱武,是,零售业,2019/3/28,80648467,AN202003031375748986,hnhssy,https://notice.eastmoney.com/pdffile/web/H2_AN202003031375748986_1.pdf
河南蓝天燃气,预先披露更新,主板企业,河南,招商证券股份有限公司,刘智&sbquo;贾音,北京市君致律师事务所,王海青&sbquo;陈朋朋,德勤华永会计师事务所(特殊普通合伙),黄玥&sbquo;刘婵,是,燃气生产和供应业,2019/3/28,80187274,AN202101191451959582,hnltrq,https://notice.eastmoney.com/pdffile/web/H2_AN202101191451959582_1.pdf
湖南湘佳牧业,已反馈,中小板,湖南,民生证券股份有限公司,曹文轩&sbquo;曹冬,湖南启元律师事务所,邹棒&sbquo;赵国权,天健会计师事务所(特殊普通合伙),黄源源&sbquo;孙剑,否,畜牧业,2019/3/28,80373753,AN202004131377938662,hnxjmy,https://notice.eastmoney.com/pdffile/web/H2_AN202004131377938662_1.pdf
航天精工,已反馈,主板企业,天津,中信建投证券股份有限公司,庄云志&sbquo;黎江,北京国枫律师事务所,王冠&sbquo;何敏&sbquo;王凤,瑞华会计师事务所(特殊普通合伙),袁刚山&sbquo;谢金毅,否,通用零部件制造业,2019/3/28,80544058,AN201812281280410254,htjg,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280410254_1.pdf
红塔证券,预先披露更新,主板企业,云南,东吴证券股份有限公司,章龙平&sbquo;周添,北京市通商律师事务所,张小满&sbquo;靳明明,立信会计师事务所(特殊普通合伙),冯万奇&sbquo;李福兴,是,资本市场服务,2019/3/28,80000057,AN201905301333044023,htzq*,https://notice.eastmoney.com/pdffile/web/H2_AN201905301333044023_1.pdf
海湾环境科技(北京),已反馈,中小板,北京,英大证券有限责任公司,杜承彪&sbquo;黎友强,广东华商律师事务所,邓磊&sbquo;李聪微&sbquo;李连果,致同会计师事务所(特殊普通合伙),涂振连&sbquo;陈勇,是,生态保护和环境治理业,2019/3/28,80432875,AN201904261323159818,hwhjkjbj,https://notice.eastmoney.com/pdffile/web/H2_AN201904261323159818_1.pdf
弘业期货,已反馈,中小板,江苏,招商证券股份有限公司,刘海燕&sbquo;阮明兴,北京市竞天公诚律师事务所,白维&sbquo;夏雪,毕马威华振会计师事务所(特殊普通合伙),陈思杰&sbquo;潘盛,是,其他金融业,2019/3/28,80044916,AN201905221331659852,hyqh,https://notice.eastmoney.com/pdffile/web/H2_AN201905221331659852_1.pdf
杭州立昂微电子,已反馈,主板企业,浙江,东方花旗证券有限公司,李杰峰&sbquo;刘铮宇,国浩律师(上海)事务所,倪俊骥&sbquo;余蕾&sbquo;张小龙,中汇会计师事务所(特殊普通合伙),王其超&sbquo;丁晓俊,否,计算机、通信和其他电子设备制造业,2019/3/28,80122153,AN202008311404364436,hzlawdz,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404364436_1.pdf
杭州西子智能停车,预先披露更新,主板企业,浙江,中信建投证券股份有限公司,秦龙&sbquo;王一浩,浙江天册律师事务所,虞文燕&sbquo;谭敏,天健会计师事务所(特殊普通合伙),俞佳南&sbquo;徐海泓,是,专用设备制造业,2019/3/28,80124351,AN201802271095029511,hzxzzntc,https://notice.eastmoney.com/pdffile/web/H2_AN201802271095029511_1.pdf
京北方信息技术,已受理,中小板,北京,华融证券股份有限公司,乔军文&sbquo;谢金印,北京金诚同达律师事务所,刘胤宏&sbquo;郑晓东&sbquo;赵力峰,天职国际会计师事务所(特殊普通合伙),王玥&sbquo;张居忠&sbquo;尹录,否,软件和信息技术服务业,2019/3/28,80989211,AN202004211378366417,jbfxxjs,https://notice.eastmoney.com/pdffile/web/H2_AN202004211378366417_1.pdf
金辉集团,已反馈,主板企业,福建,中信证券股份有限公司,叶建中&sbquo;孔少锋,北京德恒律师事务所,吴莲花&sbquo;张晓丹,致同会计师事务所(特殊普通合伙),胡素萍&sbquo;陈思荣,是,房地产业,2019/3/28,80476681,AN201601290013318503,jhjt,https://notice.eastmoney.com/pdffile/web/H2_AN201601290013318503_1.pdf
景津环保,预先披露更新,主板企业,山东,中国银河证券股份有限公司,王飞&sbquo;李雪斌,北京君致律师事务所,王海青&sbquo;陈朋朋,瑞华会计师事务所(特殊普通合伙),谢卉&sbquo;佟环,是,通用设备制造业,2019/3/28,80204895,AN201907161338711835,jjhb,https://notice.eastmoney.com/pdffile/web/H2_AN201907161338711835_1.pdf
晶科电力科技,已反馈,主板企业,江西,中信建投证券股份有限公司,陈昶&sbquo;张世举,北京市君合律师事务所,余永强&sbquo;陈贵阳&sbquo;韩光,天健会计师事务所(特殊普通合伙),石斌全&sbquo;王新华,否,电力、热力生产和供应业,2019/3/28,80318588,AN202004301379072689,jkdlkj,https://notice.eastmoney.com/pdffile/web/H2_AN202004301379072689_1.pdf
嘉美食品包装(滁州),预先披露更新,中小板,安徽,中泰证券股份有限公司&sbquo;东兴证券股份有限公司,陈胜可&sbquo;成杰&sbquo;李硕&sbquo;张广新,北京国枫律师事务所,臧欣&sbquo;李洁,天衡会计师事务所(特殊普通合伙),杨林&sbquo;金炜,是,金属制品业,2019/3/28,80517527,AN201911171370833870,jmspbzcz,https://notice.eastmoney.com/pdffile/web/H2_AN201911171370833870_1.pdf
江苏大丰农村商业银行,预先披露更新,中小板,江苏,招商证券股份有限公司,杨爽&sbquo;蔡丹,江苏世纪同仁律师事务所,徐蓓蓓&sbquo;贾仟仞,立信会计师事务所(特殊普通合伙),朱海平&sbquo;汪万吉,是,货币金融服务,2019/3/28,80071838,AN201805081139501420,jsdfncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201805081139501420_1.pdf
江苏德纳化学,预先披露更新,主板企业,江苏,广发证券股份有限公司,王骞&sbquo;徐东辉,上海市协力律师事务所,何屾&sbquo;徐冬兰&sbquo;胡岸,立信会计师事务所(特殊普通合伙),肖厚祥&sbquo;王涛&sbquo;徐锦华,是,化学原料和化学制品制造业,2019/3/28,80701787,AN201805241148371332,jsdnhx,https://notice.eastmoney.com/pdffile/web/H2_AN201805241148371332_1.pdf
江苏国茂减速机,已上发审会，暂缓表决,主板企业,江苏,国泰君安证券股份有限公司,李懿&sbquo;贺南涛,国浩律师(北京)事务所,李波&sbquo;王姝娴,立信会计师事务所(特殊普通合伙),张建新&sbquo;汪雄飞,是,通用设备制造业,2019/3/28,80662795,AN201906021333376767,jsgmjsj,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333376767_1.pdf
江苏海安农村商业银行,已反馈,主板企业,江苏,国泰君安证券股份有限公司,徐岚&sbquo;蔡锐,北京炜衡(上海)律师事务所,郭俊&sbquo;屈敏,天健会计师事务所(特殊普通合伙),葛徐&sbquo;吴懿忻,是,货币金融服务,2019/3/28,80071818,AN201904011312808845,jshancsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201904011312808845_1.pdf
