机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
广东朝阳电子科技,已反馈,中小板,,民生证券股份有限公司,,广东广信君达律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,否,,2019/4/18,80637366,AN202004061377669469,gdcydzkj,https://notice.eastmoney.com/pdffile/web/H2_AN202004061377669469_1.pdf
广东东鹏控股,预先披露更新,中小板,,中国国际金融股份有限公司,,北京市金杜律师事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2019/4/18,80684597,AN202009271417787018,gddpkg,https://notice.eastmoney.com/pdffile/web/H2_AN202009271417787018_1.pdf
广东华冠新型材料,已反馈,主板企业,,东方花旗证券有限公司,,北京市康达律师事务所,,中勤万信会计师事务所(特殊普通合伙),,否,,2019/4/18,80701785,AN201812211275638028,gdhgxxcl,https://notice.eastmoney.com/pdffile/web/H2_AN201812211275638028_1.pdf
广东豪美新材,已受理,中小板,,光大证券股份有限公司,,北京市君泽君律师事务所,,华普天健会计师事务所(特殊普通合伙),,否,,2019/4/18,80997121,AN202005051379299662,gdhmxc,https://notice.eastmoney.com/pdffile/web/H2_AN202005051379299662_1.pdf
广东景兴健康护理实业,预先披露更新,主板企业,,广发证券股份有限公司,,广东信达律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/4/18,80920911,AN201812271279877346,gdjxjkhlsy,https://notice.eastmoney.com/pdffile/web/H2_AN201812271279877346_1.pdf
广东趣炫网络,预先披露更新,主板企业,,广发证券股份有限公司,,国浩律师(广州)事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/4/18,80650862,AN201804121122139444,gdqxwl,https://notice.eastmoney.com/pdffile/web/H2_AN201804121122139444_1.pdf
广东松炀再生资源,已通过发审会,主板企业,,英大证券有限责任公司,,北京市康达律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/4/18,80386395,AN201905201331024096,gdsyzszy,https://notice.eastmoney.com/pdffile/web/H2_AN201905201331024096_1.pdf
广东天禾农资,已反馈,中小板,,招商证券股份有限公司,,北京国枫律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,否,,2019/4/18,80206277,AN202008241400851784,gdthnz,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851784_1.pdf
广东丸美生物技术,预先披露更新,主板企业,,中信证券股份有限公司,,广东信达律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/4/18,80374294,AN201906241336112518,gdwmswjs,https://notice.eastmoney.com/pdffile/web/H2_AN201906241336112518_1.pdf
广东粤海饲料集团,已反馈,中小板,,中国国际金融股份有限公司,,国浩律师(深圳)事务所,,天职国际会计师事务所(特殊普通合伙),,否,,2019/4/18,80302948,AN202012311445785194,gdyhsljt,https://notice.eastmoney.com/pdffile/web/H2_AN202012311445785194_1.pdf
广东粤运交通,已反馈,中小板,,中信证券股份有限公司,,北京市嘉源律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2019/4/18,80031922,AN201905171330794806,gdyyjt,https://notice.eastmoney.com/pdffile/web/H2_AN201905171330794806_1.pdf
国金黄金,已反馈,主板企业,,安信证券股份有限公司,,国浩律师(北京)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80511083,AN201806291160955584,gjhj,https://notice.eastmoney.com/pdffile/web/H2_AN201806291160955584_1.pdf
桂林西麦食品,预先披露更新,中小板,,招商证券股份有限公司,,广东信达律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80734448,AN201906021333377106,glxmsp*,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333377106_1.pdf
甘李药业,已通过发审会,主板企业,,中信证券股份有限公司,,北京市中伦律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2019/4/18,80107569,AN202006151384926000,glyy,https://notice.eastmoney.com/pdffile/web/H2_AN202006151384926000_1.pdf
国联证券,预先披露更新,主板企业,,南京证券股份有限公司,,国浩律师(上海)事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2019/4/18,80000028,AN202007201392779708,glzq,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
公牛集团,已反馈,主板企业,,国金证券股份有限公司,,上海市联合律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80958074,AN202001151374181986,gnjt,https://notice.eastmoney.com/pdffile/web/H2_AN202001151374181986_1.pdf
甘源食品,已受理,中小板,,国信证券股份有限公司,,北京市中伦律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/4/18,80994683,AN202007201392990783,gysp,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392990783_1.pdf
广州富力地产,已反馈,主板企业,,招商证券股份有限公司&sbquo;中信证券股份有限公司,,广东华商律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,10002327,,gzfldc,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
广州广电计量检测,预先披露更新,中小板,,光大证券股份有限公司,,广东南国德赛律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80278490,AN201910281369921305,gzgdjljc,https://notice.eastmoney.com/pdffile/web/H2_AN201910281369921305_1.pdf
广州农村商业银行,已受理,中小板,,中国国际金融股份有限公司,,北京市金杜律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,否,,2019/4/18,80071545,AN201912201372330821,gzncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201912201372330821_1.pdf
贵州三力制药,已反馈,主板企业,,申港证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/4/18,80424522,AN202004151378000942,gzslzy*,https://notice.eastmoney.com/pdffile/web/H2_AN202004151378000942_1.pdf
广州通达汽车电气,预先披露更新,主板企业,,中信证券股份有限公司,,北京安杰律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80497009,AN201911121370646712,gztdqcdq,https://notice.eastmoney.com/pdffile/web/H2_AN201911121370646712_1.pdf
湖北和远气体,已反馈,中小板,,西部证券股份有限公司,,北京德恒律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80349234,AN201912091371710972,hbhyqt,https://notice.eastmoney.com/pdffile/web/H2_AN201912091371710972_1.pdf
湖北五方光电,预先披露更新,中小板,,民生证券股份有限公司,,北京德恒律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80909927,AN201909031347752275,hbwfgd,https://notice.eastmoney.com/pdffile/web/H2_AN201909031347752275_1.pdf
湖北祥云(集团)化工,已受理,主板企业,,长江证券承销保荐有限公司,,国浩律师(上海)事务所,,致同会计师事务所(特殊普通合伙),,否,,2019/4/18,80205138,AN201812281280414839,hbxyjthg,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280414839_1.pdf
豪尔赛科技集团,预先披露更新,中小板,,长江证券承销保荐有限公司,,北京市金杜律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/4/18,80920909,AN201909231366178436,heskjjt,https://notice.eastmoney.com/pdffile/web/H2_AN201909231366178436_1.pdf
华丰动力,已受理,主板企业,,国金证券股份有限公司,,上海市锦天城律师事务所,,大信会计师事务所(特殊普通合伙),,否,,2019/4/18,80134170,AN202007281394596028,hfdl,https://notice.eastmoney.com/pdffile/web/H2_AN202007281394596028_1.pdf
宏和电子材料科技,预先披露更新,主板企业,,海通证券股份有限公司,,北京懋德律师事务所,,毕马威华振会计师事务所,,是,,2019/4/18,80206419,AN201906161335286532,hhdzclkj,https://notice.eastmoney.com/pdffile/web/H2_AN201906161335286532_1.pdf
鸿合科技,已通过发审会,中小板,,东兴证券股份有限公司,,北京国枫律师事务所,,天职国际会计师事务所(特殊普通合伙),,是,,2019/4/18,80919126,AN201905091328001544,hhkj,https://notice.eastmoney.com/pdffile/web/H2_AN201905091328001544_1.pdf
湖南和顺石油,已上发审会，暂缓表决,主板企业,,信达证券股份有限公司,,北京市中伦律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80648467,AN202003031375748986,hnhssy,https://notice.eastmoney.com/pdffile/web/H2_AN202003031375748986_1.pdf
河南蓝天燃气,预先披露更新,主板企业,,招商证券股份有限公司,,北京市君致律师事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2019/4/18,80187274,AN202101191451959582,hnltrq,https://notice.eastmoney.com/pdffile/web/H2_AN202101191451959582_1.pdf
湖南湘佳牧业,已反馈,中小板,,民生证券股份有限公司,,湖南启元律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/4/18,80373753,AN202004131377938662,hnxjmy,https://notice.eastmoney.com/pdffile/web/H2_AN202004131377938662_1.pdf
湖南宇新能源科技,已受理,中小板,,安信证券股份有限公司,,江苏世纪同仁律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/4/18,80994768,AN202004241378529044,hnyxnykj,https://notice.eastmoney.com/pdffile/web/H2_AN202004241378529044_1.pdf
航天精工,已反馈,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,瑞华会计师事务所(特殊普通合伙),,否,,2019/4/18,80544058,AN201812281280410254,htjg,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280410254_1.pdf
红塔证券,已通过发审会,主板企业,,东吴证券股份有限公司,,北京市通商律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80000057,AN201905301333044023,htzq*,https://notice.eastmoney.com/pdffile/web/H2_AN201905301333044023_1.pdf
海湾环境科技(北京),已反馈,中小板,,英大证券有限责任公司,,广东华商律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/4/18,80432875,AN201904261323159818,hwhjkjbj,https://notice.eastmoney.com/pdffile/web/H2_AN201904261323159818_1.pdf
弘业期货,已反馈,中小板,,招商证券股份有限公司,,北京市竞天公诚律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2019/4/18,80044916,AN201905221331659852,hyqh,https://notice.eastmoney.com/pdffile/web/H2_AN201905221331659852_1.pdf
杭州立昂微电子,已反馈,主板企业,,东方花旗证券有限公司,,国浩律师(上海)事务所,,中汇会计师事务所(特殊普通合伙),,否,,2019/4/18,80122153,AN202008311404364436,hzlawdz,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404364436_1.pdf
杭州西子智能停车,预先披露更新,主板企业,,中信建投证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80124351,AN201802271095029511,hzxzzntc,https://notice.eastmoney.com/pdffile/web/H2_AN201802271095029511_1.pdf
京北方信息技术,已受理,中小板,,华融证券股份有限公司,,北京金诚同达律师事务所,,天职国际会计师事务所(特殊普通合伙),,否,,2019/4/18,80989211,AN202004211378366417,jbfxxjs,https://notice.eastmoney.com/pdffile/web/H2_AN202004211378366417_1.pdf
金辉集团,已反馈,主板企业,,中信证券股份有限公司,,北京德恒律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/4/18,80476681,AN201601290013318503,jhjt,https://notice.eastmoney.com/pdffile/web/H2_AN201601290013318503_1.pdf
景津环保,预先披露更新,主板企业,,中国银河证券股份有限公司,,北京君致律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/4/18,80204895,AN201907161338711835,jjhb,https://notice.eastmoney.com/pdffile/web/H2_AN201907161338711835_1.pdf
晶科电力科技,已反馈,主板企业,,中信建投证券股份有限公司,,北京市君合律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/4/18,80318588,AN202004301379072689,jkdlkj,https://notice.eastmoney.com/pdffile/web/H2_AN202004301379072689_1.pdf
嘉美食品包装(滁州),预先披露更新,中小板,,中泰证券股份有限公司&sbquo;东兴证券股份有限公司,,北京国枫律师事务所,,天衡会计师事务所(特殊普通合伙),,是,,2019/4/18,80517527,AN201911171370833870,jmspbzcz,https://notice.eastmoney.com/pdffile/web/H2_AN201911171370833870_1.pdf
江苏大丰农村商业银行,预先披露更新,中小板,,招商证券股份有限公司,,江苏世纪同仁律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80071838,AN201805081139501420,jsdfncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201805081139501420_1.pdf
江苏德纳化学,预先披露更新,主板企业,,广发证券股份有限公司,,上海市协力律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80701787,AN201805241148371332,jsdnhx,https://notice.eastmoney.com/pdffile/web/H2_AN201805241148371332_1.pdf
江苏国茂减速机,已上发审会，暂缓表决,主板企业,,国泰君安证券股份有限公司,,国浩律师(北京)事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80662795,AN201906021333376767,jsgmjsj,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333376767_1.pdf
江苏海安农村商业银行,预先披露更新,主板企业,,国泰君安证券股份有限公司,,北京炜衡(上海)律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80071818,AN201904011312808845,jshancsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201904011312808845_1.pdf
九圣禾种业,预先披露更新,中小板,,东方花旗证券有限公司,,北京市中伦文德律师事务所,,大华会计师事务所(特殊普通合伙),,是,,2019/4/18,80394732,AN201801161078189847,jshzy*,https://notice.eastmoney.com/pdffile/web/H2_AN201801161078189847_1.pdf
江苏昆山农村商业银行,已反馈,主板企业,,中信建投证券股份有限公司,,江苏世纪同仁律师事务所,,江苏苏亚金诚会计师事务所(特殊普通合伙),,否,,2019/4/18,80078020,AN201906141335093749,jsksncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201906141335093749_1.pdf
江苏神马电力,预先披露更新,主板企业,,长江证券承销保荐有限公司,,广东信达律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,是,,2019/4/18,80746555,AN201907021336998002,jssmdl,https://notice.eastmoney.com/pdffile/web/H2_AN201907021336998002_1.pdf
江西国光商业连锁,已受理,主板企业,,中信证券股份有限公司,,北京市金杜律师事务所,,瑞华会计师事务所(特殊普通合伙),,否,,2019/4/18,80994702,AN202006241386900345,jxggsyls,https://notice.eastmoney.com/pdffile/web/H2_AN202006241386900345_1.pdf
聚信国际租赁,预先披露更新,主板企业,,国泰君安证券股份有限公司,,北京市金杜律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80393777,AN201607150016596674,jxgjzl,https://notice.eastmoney.com/pdffile/web/H2_AN201607150016596674_1.pdf
嘉兴斯达半导体,已反馈,主板企业,,中信证券股份有限公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80202024,AN202001141374037609,jxsdbdt,https://notice.eastmoney.com/pdffile/web/H2_AN202001141374037609_1.pdf
科博达技术,预先披露更新,主板企业,,中国国际金融股份有限公司,,北京市君合律师事务所,,众华会计师事务所(特殊普通合伙),,是,,2019/4/18,80170445,AN201909031346186308,kbdjs,https://notice.eastmoney.com/pdffile/web/H2_AN201909031346186308_1.pdf
昆山沪光汽车电器,已反馈,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/4/18,80975290,AN202007151391691738,kshgqcdq,https://notice.eastmoney.com/pdffile/web/H2_AN202007151391691738_1.pdf
良品铺子,预先披露更新,主板企业,,广发证券股份有限公司,,北京市金杜律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,是,,2019/4/18,80206101,AN202001211374405039,lppz,https://notice.eastmoney.com/pdffile/web/H2_AN202001211374405039_1.pdf
乐元素科技(北京),预先披露更新,主板企业,,华泰联合证券有限责任公司,,北京市金杜律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2019/4/18,80624366,AN201804121122139451,lyskjbj,https://notice.eastmoney.com/pdffile/web/H2_AN201804121122139451_1.pdf
兰州银行,预先披露更新,中小板,,中信建投证券股份有限公司,,北京大成律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/4/18,80056162,AN201804041117761561,lzyx*,https://notice.eastmoney.com/pdffile/web/H2_AN201804041117761561_1.pdf
毛戈平化妆品,预先披露更新,主板企业,,长江证券承销保荐有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80605377,AN201709110876295278,mgphzp,https://notice.eastmoney.com/pdffile/web/H2_AN201709110876295278_1.pdf
明冠新材料,已反馈,中小板,,民生证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80553688,AN202012171441337749,mgxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202012171441337749_1.pdf
宁波长鸿高分子科技,已受理,主板企业,,华西证券股份有限公司,,北京市高朋律师事务所,,立信中联会计师事务所(特殊普通合伙),,否,,2019/4/18,80994951,AN202008111397775744,nbchgfzkj,https://notice.eastmoney.com/pdffile/web/H2_AN202008111397775744_1.pdf
宁波金田铜业(集团),预先披露更新,主板企业,,财通证券股份有限公司,,北京市鑫河律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80136654,AN202004091377783527,nbjttyjt,https://notice.eastmoney.com/pdffile/web/H2_AN202004091377783527_1.pdf
宁波柯力传感科技,预先披露更新,主板企业,,国信证券股份有限公司,,北京市君合律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80318679,AN201907241341025731,nbklcgkj,https://notice.eastmoney.com/pdffile/web/H2_AN201907241341025731_1.pdf
南华期货,预先披露更新,主板企业,,中信证券股份有限公司,,北京金诚同达律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80080089,AN201908201344653419,nhqh,https://notice.eastmoney.com/pdffile/web/H2_AN201908201344653419_1.pdf
南侨食品集团(上海),预先披露更新,主板企业,,申万宏源证券承销保荐有限责任公司,,北京市金杜律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2019/4/18,80922524,AN201812281280410264,nqspjtsh,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280410264_1.pdf
南通国盛智能科技集团,已受理,中小板,,海通证券股份有限公司,,江苏世纪同仁律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/4/18,80635530,AN202006221386627593,ntgsznkjjt,https://notice.eastmoney.com/pdffile/web/H2_AN202006221386627593_1.pdf
南通海星电子,预先披露更新,主板企业,,安信证券股份有限公司,,国浩律师(上海)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/4/18,80746560,AN201907301341579182,nthxdz,https://notice.eastmoney.com/pdffile/web/H2_AN201907301341579182_1.pdf
宁夏宝丰能源集团,已通过发审会,主板企业,,中信证券股份有限公司,,北京市嘉源律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2019/4/18,80083603,AN201904281323783243,nxbfnyjt*,https://notice.eastmoney.com/pdffile/web/H2_AN201904281323783243_1.pdf
南亚新材料科技,已反馈,主板企业,,光大证券股份有限公司,,国浩律师(上海)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/4/18,80166999,AN202008111397880668,nyxclkj,https://notice.eastmoney.com/pdffile/web/H2_AN202008111397880668_1.pdf
确成硅化学,预先披露更新,主板企业,,中信建投证券股份有限公司,,江苏世纪同仁律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/4/18,80439109,AN202011241432226012,qcghx,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432226012_1.pdf
青岛百洋医药,预先披露更新,主板企业,,广发证券股份有限公司,,北京市天元律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/4/18,80902074,AN202012101438668617,qdbyyy,https://notice.eastmoney.com/pdffile/web/H2_AN202012101438668617_1.pdf
青岛日辰食品,预先披露更新,主板企业,,广发证券股份有限公司,,北京德和衡律师事务所,,中兴华会计师事务所(特殊普通合伙),,是,,2019/4/18,80650856,AN201908141343416652,qdrcsp,https://notice.eastmoney.com/pdffile/web/H2_AN201908141343416652_1.pdf
乔丹体育,已通过发审会,主板企业,,中银国际证券有限责任公司,,福建至理律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2019/4/18,80191156,,qdty,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
青岛威奥轨道,已受理,主板企业,,中信建投证券股份有限公司,,北京市中伦律师事务所,,致同会计师事务所(特殊普通合伙),,否,,2019/4/18,80895632,AN202005081379429044,qdwagd,https://notice.eastmoney.com/pdffile/web/H2_AN202005081379429044_1.pdf
